gene	mean	std
YLR297W	1611.39873343106	68.8023939246947
YGR089W	501.672203478914	16.6628370421128
YBR158W	1786.4800654705	145.442366658754
YOR153W	2123.90066211687	161.734865137123
YNL076W	644.989269669132	227.850754112301
YCL018W	1016.82212831726	183.975982952108
YFR015C	17068.377492614	1252.6838842796
YCL040W	33911.5578690835	2861.77396547402
YKR058W	113.540763571038	14.3706100245165
YJR130C	902.914491728459	58.5265224970071
YGR060W	103.187838057196	24.1519362717686
YOR355W	341.358943459835	30.4226684423831
YFR016C	12376.3642814177	400.784314033009
YOL115W	552.500382545318	24.036908271115
YBR059C	341.473482141702	77.1223367923741
YGL013C	3114.12661832813	480.793422031367
YGR279C	8879.17888046162	651.698809213763
YMR281W	2930.98177286384	81.9251502600068
YNR050C	3869.40820716038	430.81917496012
YNR012W	624.933396105271	19.9260083431057
YGL190C	368.288797617702	147.066022181891
YBR029C	1517.72374367116	233.20174082842
YOR048C	595.375993608222	76.8300951581222
YFL036W	1064.5241279202	25.8548179067959
YPR005C	933.075988900982	249.735064148195
YPL225W	564.285848316599	45.2613241527899
YML054C	369.82454914339	11.6287824318729
YCL040W	19034.5327009749	278.705356013402
YML065W	436.254505949924	49.6803871195159
YJL115W	598.448172925632	74.9286427871857
YGL236C	323.886800751474	35.7299829459825
YPL058C	2702.87061463209	669.415724384842
YMR149W	263.891109788259	20.463736182051
YER002W	189.396274271774	24.4618957750913
YOR137C	1136.59783205425	73.2937309278449
YLL038C	9953.17718806531	1191.31761991104
YER132C	336.344910849584	22.4951027084056
YPL001W	362.801972865295	70.2632282872197
YGR083C	8642.73046688503	544.031670377243
YDR104C	1198.14399213996	317.739900726762
YPR060C	361.565175702981	49.6160225225395
YPR006C	371.920024971272	44.4058634756657
YBR068C	981.925891814954	111.031407915206
YNR003C	386.543026584947	129.59175969682
YIL155C	2725.52084612323	477.024286714508
YPR196W	6600.55496820002	704.611270021771
YPR196W	6600.55496820002	704.611270021771
YHR175W	1084.71068752594	63.4557059451387
YDR265W	268.371557472142	77.4093503479452
YDR135C	13292.9921561727	1274.55969830633
YGR173W	393.921649309447	41.2142117472761
YNR071C	251.66245467871	50.3872499201273
YJL006C	85.5826252758058	29.0389412735242
YBR129C	5237.65615383647	367.065726001378
YOR317W	130.032583147072	17.5642051716807
YBR152W	512.297868501684	58.0721111440085
YIR030C	202.444405198533	28.3827800619434
YBR158W	161.178440731115	44.5300471303004
YMR252C	586.813506025063	32.0736359283959
YPR160W	8958.22982228524	298.660269390866
YER038C	1285.57670688442	143.972252888108
YBL035C	510.169767509529	51.5249051731089
YPL228W	681.807695035373	187.353910615527
YDL127W	917.38418323657	42.310836213428
YOL061W	4677.76469146556	726.402737250889
YNR030W	469.922343832287	49.5123338202338
YBR235W	732.98868395097	60.6876127459211
YDR498C	548.482377448226	198.610754724411
YNL160W	2405.53907624938	234.410267786302
YBR222C	1826.54103629636	128.636470976011
YNL112W	290.981058640342	53.2452811920091
YEL036C	661.753709758907	11.0652289162764
YOR097C	81.910688238569	11.7948274498332
YDL044C	296.161544688558	45.7834329099668
YDR023W	207.780338467337	47.5816368694499
YDL055C	402.801545416022	36.6701250353339
YMR294W	314.489159352569	23.8250798470449
YGL172W	2043.51733196012	37.6134489011092
YDR329C	4404.62261762453	105.802159286124
YMR012W	882.068430252049	99.6563396089192
YKL211C	5722.53213960588	403.279068440777
YPR060C	210.454473119445	36.1270332127302
YBR004C	167.668887352073	33.1190661731379
YOR154W	1028.74681129724	13.0358834425415
YDL028C	399.503268454948	21.9816219199076
YER085C	40.5964496193857	5.38793000215901
YBR079C	791.375749693515	11.1347723843424
YNL119W	169.962719048584	16.3625936946353
YDR379W	1052.11904568965	118.483549415453
YDR398W	805.861025711023	131.887799785168
YBR143C	259.247387241535	5.06374534603822
YDR043C	865.461937617191	119.620255274892
YLL043W	5931.65551707268	339.889088306993
YPL214C	459.475679890971	115.366059047313
YPR052C	194.465223913226	21.0319486839343
YHR041C	381.571179889127	40.0030776765126
YPR112C	855.384546106562	163.95870415725
YLR096W	983.068835381867	102.136159526416
YBR170C	349.188043028278	22.876454989464
YHR019C	6963.31351762774	525.05989573289
YHR070W	3909.2402294197	393.821803269285
YDL058W	776.555349107931	130.341637821486
YDR497C	596.679509280334	68.2748067930977
YLR457C	297.564689046675	22.0482478832118
YCL030C	5887.21688557978	557.436049721499
YJL076W	2978.79904838778	13.0162435052979
YBR230C	230.537869677003	26.2422396235979
YDR011W	970.953613892241	115.74807702363
YGR205W	48.0009539663202	28.3319327261717
YBL099W	12038.1016571001	492.228961400282
YMR196W	938.411197683677	70.5928881485969
YNL189W	597.483130081733	67.0202936082069
YPL043W	430.742308948116	199.406927420754
YDR307W	285.069517918741	28.3874064358824
YPL012W	1450.57290122434	110.445327981697
YIL003W	700.595476966932	19.1031190338349
YPR125W	313.378576899521	39.8260744527159
YGL137W	147.28700961987	11.3480665875063
YER070W	4484.43287730537	518.364935244431
YCL018W	1562.06421641607	629.539624263684
YGR049W	275.568082474694	41.8341593564181
YPL134C	1358.04111262575	70.9906959969904
YJL088W	457.981546008342	112.647699940658
YNL229C	234.063479893385	40.3511836892883
YJL156C	481.807537358474	126.169167558142
YMR105C	158.904119160268	20.8891693609886
YOR119C	339.903918936424	84.6855750717176
YML120C	15401.7317753132	1289.2718087961
YHR070W	1394.02959904499	293.901951862104
YIL149C	898.801670559489	49.6224290624666
YAL029C	271.51818474895	30.5641167974299
YJL198W	72.7258024548707	26.7420715093974
YGL009C	550.812462160319	75.4651909986883
YBR097W	327.338168160523	26.1544419669268
YJL001W	101.717662042553	8.96871151841752
YNL167C	1263.87309611192	31.5037362833659
YPL054W	1423.30596765814	166.258724668144
YKR086W	731.92026485732	85.4961669280653
YHR027C	3407.61604337441	232.522035724571
YLR190W	942.043951957837	41.1425768424548
YKR060W	1023.41595852023	104.915052195234
YGR196C	448.060837329946	50.9795756128052
YMR269W	33.2726385601742	9.36838693988818
YGR271C-A	58.0954334756507	15.725510934213
YHL016C	226.404198281064	22.269337320217
YJR113C	3182.06057438341	280.368965420289
YCL058W-A	195.096307742834	40.9746957639964
YJR034W	161.646427591404	2.6095039947192
YOL149W	243.260089924559	8.65947427453499
YPL014W	245.229571577012	48.0576778124143
YNL238W	4010.88877282228	368.58743807066
YDR302W	1969.7397743179	28.1104978283017
YDR439W	1116.89324054274	64.9091958778209
YMR013C	2351.73906928518	63.0698771544576
YNL152W	132.205970521411	16.5632029617942
YHR161C	3110.20297412471	44.8663659751947
YDR338C	1997.06963953583	128.645681253483
YML080W	224.6502966254	26.0855416871041
YEL032W	9435.96915018439	550.443492686025
YNR043W	1593.96383434956	234.235441929594
YDL042C	466.318040437501	192.008260995406
YJL092W	205.544249059859	19.916192968418
YOR006C	2125.65083143157	131.02320076148
YNL124W	663.190536123168	44.0000759016953
YDL241W	144.698330897036	44.257013182486
YHR066W	2244.62687664899	597.731100962672
YGR196C	1036.9103464147	151.903115478347
YPL184C	227.549378749158	18.3822371684275
YHR028C	2855.15442890679	173.676863183706
YHR122W	122.80554738124	24.6416221736918
YDR351W	2118.71649928002	145.076268147827
YPL012W	622.853327769513	32.1866284015508
YIL105C	331.018295959317	52.3156097999831
YOR262W	3045.71375415356	158.673362087207
YJL090C	815.223076731107	115.752399940899
YCL054W	767.573360424324	245.301988370264
YNL067W	419.940666080528	35.1964651052894
YHR127W	1339.22124479024	145.172720922971
YNR056C	230.042033923265	61.3222543029583
YDR122W	7508.36834940545	894.351042759247
YLR241W	411.437437904979	104.38162923827
YDL093W	261.963904910628	31.0356417626398
YOR092W	768.850050330304	64.1393715919374
YMR125W	438.456629215573	44.6269041230128
YHR077C	511.441148181369	29.0099427121594
YDR161W	3817.99364786966	337.056301700154
YJR008W	87.1260854485614	18.2604459973937
YBR211C	376.757958112769	29.4981541023543
YBR117C	1303.8267939238	145.254782547395
YKL145W	4376.6874729683	72.4357049876967
YHL039W	285.069113035371	71.5773625233309
YPL069C	692.52544523758	107.296479155033
YEL036C	1248.29321252861	57.9575338453677
YOR221C	401.937564848576	29.4792794228916
YOR011W	679.776093250424	124.083859954606
YNR006W	1366.06376278095	8.06821788250952
YAL019W	218.069823832659	48.3228722624173
YHL019C	472.834967715808	58.032542059991
YFL037W	617.812078139031	32.3018482852966
YNL180C	274.012089163971	28.5160136278378
YDR060W	980.692671655123	78.4856974446228
YPL001W	620.486198285618	34.8065892560455
YGR096W	287.142432249531	38.6182619540176
YJR006W	1891.72898107183	215.28596430327
YIL104C	2095.75605734099	178.465391475321
YOL087C	1441.51496914154	131.209990297978
YIL155C	23824.209745687	1914.02407305723
YJR107C-A	381.388949542721	118.317358873645
YNR044W	269.292194475706	31.2355910217472
YIR016W	97.8490795305605	36.1553973683172
YDR127W	814.19275279512	190.823037557382
YPR188C	87.4694762568145	18.4325277492638
YAL060W	206.954412169737	24.4069554627271
YNL318C	507.843935189705	106.897527332793
YHR196W	200.55687970399	39.92688248821
YNL295W	333.774612882933	107.963545160125
YJR054W	252.061365380339	20.0176723459293
YGR277C	164.867197889391	18.5191212522605
YNL249C	635.29055862961	67.5815555995079
YOR174W	3882.88885635154	348.416556731851
YDR464W	8459.35502845919	628.702682372331
YOR207C	1750.08627079282	134.743189812216
YBR004C	462.417124946433	120.478826908691
YNL061W	756.675935503379	108.02026141028
YDR107C	610.067788121122	3.45305750518022
YGR193C	1977.18847919411	45.0838577472116
YLL034C	707.043360924883	219.832844997798
YOL117W	1859.1575955261	161.454160288626
YIL164C	332.195441583673	57.1325915736657
YBR170C	1391.31521203491	83.965878775058
YMR035W	170.844690870614	20.1226780414558
YOR001W	535.564187991948	20.4474355990288
YLR142W	27577.4836245355	1222.53485915216
YNL253W	157.703900913287	14.8828434995406
YPR095C	612.56230990384	51.0509239905797
YDR399W	636.076492397392	177.488769216079
YHR052W	539.646143486844	66.1981550068362
YLL039C	5584.92366563009	693.733221966866
YML048W	2002.22009398425	479.683674601062
YCL054W	729.745656376859	149.353795067844
YNL164C	146.60036238032	41.6539852664187
YDR148C	97.6552021677982	30.1127295134133
YDL129W	2802.59327340905	215.116944570763
YKL021C	1924.76818172235	425.680960581568
YKL088W	1108.18011014461	64.3582861904086
YMR231W	337.362507496061	34.1148636628526
YJL151C	1291.88979291893	204.85359426716
YDL198C	263.389490018152	15.5819554535779
YHR063C	1343.83215607066	417.203346931914
YAL040C	601.925566136084	11.3288631125481
YMR309C	3786.64981132456	250.792519483338
YLL027W	305.398040131137	53.0663546363997
YGR254W	63943.1135361949	2375.14329667773
YKR101W	375.887321036616	170.084424903494
YML065W	116.196849822725	6.13993453684284
YNL176C	10060.7576929076	427.59301811954
YLR221C	226.561617476177	85.7680428471758
YDL039C	410.385711728672	50.082298397054
YGR204W	4874.31360630409	474.178867895959
YDR339C	559.013368825587	151.624572627353
YDR359C	782.49649908943	54.7928368194472
YGL236C	170.952076423763	29.5871325726646
YNL072W	7307.99403606762	169.879506444832
YPR066W	228.872447187249	38.2253956705509
YHR039C-A	712.266409636105	86.5662645243782
YOL051W	870.27847234563	56.1550776348772
YFR047C	2207.54746766109	87.9221595243763
YLR299W	6162.6162549243	955.941785795891
YDL045C	597.072274598789	32.9711439577927
YBR137W	1858.88824954638	278.481158493498
YGL050W	217.806239314269	20.7000728258772
YJR121W	4283.00264374332	499.423095664641
YLR177W	2015.14281558723	299.913527010823
YMR219W	2582.24832381856	71.3703337412318
YBL081W	91.1859615608545	21.0104133725291
YDR334W	2170.49755101266	35.0642055037149
YGR163W	214.135068527207	14.6646998038597
YCL061C	632.997827291536	29.6897876440298
YOR147W	881.609946996079	66.3843482439827
YHL039W	269.820825237728	11.861869498662
YHR150W	278.504885636288	64.555735269057
YPR005C	665.155839663461	220.340376402602
YNL047C	1225.36863059856	89.1062589743147
YDL215C	2195.12698231966	528.976819932962
YPR047W	316.309205666899	28.1982038363347
YML100W	12908.2299732855	1184.61688422822
YPR040W	761.512229902363	48.8965626251372
YMR102C	5608.1521471621	395.62102092644
YKR062W	3656.83835332403	459.087184288893
YHR035W	6522.42368695622	513.08663829281
YNL149C	150.034789796896	19.365856233441
YBR275C	597.03806696159	20.1064386902547
YGL086W	2059.17081284827	75.2625611179354
YPL173W	473.879221160657	44.100265943616
YJR061W	4335.40487519913	241.116056956019
YNR051C	367.735325817095	42.4020122899279
YPL081W	134.768737734516	0.711486755870806
YPL196W	532.17901433789	85.4707368075293
YGR133W	93.0218628909946	5.44845475467641
YDR104C	499.326684016154	74.2380599709006
YPL060W	228.6271516884	17.392661825201
YDR109C	650.431958370366	10.4060098413335
YKL179C	738.784711959713	106.847945320339
YIL067C	413.691277947921	39.461077533393
YDR358W	3783.63815061669	618.776793615128
YOR288C	482.741126888897	23.3839515988417
YMR035W	101.712190296663	30.4335127822314
YKR038C	535.211237309788	19.8356948552995
YNL242W	5151.67215468526	189.744710998701
YHR206W	437.831719780183	51.5943316285961
YCR005C	6326.23247946238	331.536319680291
YJR103W	1516.95469012127	182.798450118253
YGR266W	2621.15342022943	233.823896471756
YHR050W	3050.32988205523	341.325961784081
YGR089W	181.157894361053	23.0069294281719
YGR049W	666.203583077663	50.6351295219725
YDR254W	585.251245707232	13.8817444271839
YMR252C	118.678639612421	11.1523168385045
YHR197W	1125.83065752826	101.668776776909
YLR018C	330.413002015503	24.0583367631574
YDR255C	333.518196875033	20.3225528993436
YMR068W	2296.06377395195	33.6864880219459
YPR185W	2241.31057264401	363.317122326563
YDR190C	224.610063476462	14.4518181113909
YOL084W	2286.14104978247	87.8554641289258
YPR091C	2468.5014782753	337.771300665772
YER015W	3339.49105394197	161.516691867044
YDL147W	940.031696034302	33.512840760992
YMR131C	964.662054350726	40.0542088405174
YHR201C	352.978096626117	3.46841276630202
YMR200W	3713.14743803653	803.320600107601
YHL022C	2927.50533097034	109.150518066524
YMR312W	301.346807883847	35.0602406487763
YCL037C	204.844976069451	52.3494513769012
YCR077C	2024.83152185791	61.208526064566
YLL056C	717.919731343043	57.2896857299346
YFR055W	867.535289669654	214.952811406663
YDL056W	3621.2036975748	438.216708791929
YER027C	2424.5864454317	131.945049068041
YOR377W	71142.8723193838	9518.59963165609
YLR222C	463.556415155995	42.8032656601877
YOR173W	2696.82725347336	211.712121582521
YDR034C	2142.23072058663	160.771756893299
YGR083C	23438.241150645	484.787635069782
YBR248C	10636.515810698	1223.2185248137
YOL111C	676.258007331578	83.9043095484152
YPR086W	1690.84580573156	172.053604382845
YHR179W	13785.4537801043	2090.65230651221
YPR003C	3123.25493072259	204.852890055996
YER126C	207.044289459041	52.2883570215709
YDR533C	245.053352236823	36.7916312188473
YNL191W	1020.69948524395	187.072810359215
YGR188C	7539.2721491231	229.575074333395
YEL006W	856.229018300846	15.6964685276902
YHR147C	84.6646001694966	13.8739842566891
YMR054W	488.606216550778	32.7203453644979
YOR350C	5422.55578795429	329.331658788956
YCR057C	739.930119417656	94.0541784417161
YDR076W	570.062203687929	13.4346748336095
YHR065C	2210.27247943646	236.836429230009
YJL070C	2421.88531341695	47.007645173672
YPR085C	355.824107365754	25.6103907018811
YHL006C	551.427251499943	34.0832527571283
YBR023C	151.520806321826	12.2953928486613
YHR148W	88.8731172349428	8.32689815546364
YHR072W	1131.84887469867	56.2548191076037
YEL055C	630.876142188969	56.7621247866431
YNL123W	210.411159588035	8.07299184534342
YML050W	83.5726689790462	8.84030895665078
YDR115W	24.0970856605351	11.6124706818161
YNL025C	192.251361894579	40.537425465704
YPL171C	2003.6592937014	231.102691962562
YLL041C	3812.28940918689	615.592307799621
YBL061C	1078.00265904637	43.8660185716526
YMR195W	432.255771235625	71.2375378707678
YCR035C	147.420845943073	6.52097760047603
YGR205W	598.079168372607	113.928519936787
YER129W	870.633630041675	38.2594175314867
YPL005W	215.61740180749	41.4607140348414
YOL137W	55.0578876403425	6.37074671221648
YNL166C	425.000793963454	37.8783791855714
YML115C	1549.64753666048	39.411216490819
YHL026C	828.191464969849	113.469463698988
YGR277C	291.062865915774	4.27357847181234
YCR024C	939.346021949493	108.76375500284
YHR183W	3131.55713430867	995.16096592333
YPR106W	578.000179545806	89.7243831210426
YER024W	2388.29283232963	46.3175775140734
YJR118C	442.300379614742	63.3906920477377
YOR161C	1505.88047846501	245.806630406776
YDR049W	382.999908104721	83.3450528737837
YOL093W	237.465040650318	27.4138684465255
YNL059C	616.67561231105	121.394172872689
YOR144C	305.849838743606	33.7419863902754
YMR012W	577.516457541142	119.090444082997
YJL052W	43.7144191122533	20.4898036108416
YKR059W; YJL138C	958.45245184337	48.099701591346
YMR314W	470.300964528806	47.1408650233663
YCR024C	1130.19824145709	43.1407740818852
YBR145W	833.876949811852	108.598953156618
YGR279C	2857.58941431947	98.7060655307599
YKL149C	1889.32111361048	67.8878346082441
YBR061C	91.334091388474	1.75646242657845
YHR187W	118.519914030556	10.0065207258474
YIL142W	2161.86142173185	247.977755727828
YJL066C	138.770915074343	28.5014296832786
YMR047C	990.444851629876	279.539614223769
YDL008W	321.54938589339	26.1420267452716
YER081W	1956.5580139725	108.500461525232
YBR271W	169.300449942162	50.8757730622357
YML064C	129.251176105232	33.5302611711473
YNL193W	1293.1579016855	314.654022908341
YNR011C	466.178024140319	1.46615241578739
YPL032C	1104.61362040055	70.4192011339087
YIR037W	74.0008663713582	10.6914891932803
YMR134W	354.763154547551	33.9328923083295
YGL084C	540.433922901706	54.5842993039674
YOR293W	157.66455476221	26.8997944588269
YNL154C	788.778262841427	161.170063728192
YOR265W	153.269129989438	22.249942869226
YJL178C	128.41693917464	38.276921318809
YGL252C	237.788411083624	18.4383882601583
YMR280C	4270.71247120019	846.501204047904
YEL007W	963.745476464135	68.0661448845771
YJL100W	99.8263470611999	21.0603346031292
YPR144C	129.25720161697	27.2750910119073
YJL131C	476.954040510115	65.163865435186
YER129W	1233.39057810544	114.12865750834
YBR023C	211.071731929855	7.10164516076264
YDL007W	1452.93078573356	185.987840103065
YNL149C	1472.89974251915	125.327778237707
YHR030C	769.118156871126	85.8113116052938
YJR105W	90.766220717538	9.09080097915481
YPL178W	188.463054157667	31.2247503277494
YDL063C	1595.84598071111	131.117094944822
YKL015W	984.119582823676	54.3745645615606
