gene	mean	std
YNL281W	4.78E+01	8.85E+00
YJL073W	1.71E+01	8.20E+00
YMR255W	5.91E+01	1.61E+01
YPL022W	4.44E+01	3.93E+00
YKR028W	4.59E+01	1.57E+00
YPR025C	3.73E+01	2.46E+00
YMR297W	2.44E+02	6.00E+01
YJL105W	6.85E-01	6.56E-02
YKR106W	3.54E-01	1.58E-01
YCR107W	7.38E+00	8.74E-01
YNL054W-A	4.56E-08	2.54E-08
YDR135C	1.17E+02	2.40E+01
YDR410C	1.56E+01	3.32E+00
YKR101W	9.36E+00	1.52E+00
YPL084W	2.55E+01	3.81E+00
YEL044W	4.87E+01	1.20E+01
YPL204W	9.68E+01	1.89E+01
YGL123W	1.89E+03	4.79E+02
YDR122W	4.27E+01	1.22E+01
YKR019C	1.16E+01	1.26E+00
YOR200W	2.80E-01	3.96E-01
YHR196W	1.19E+02	5.51E+00
YOL150C	4.23E+00	1.33E+00
YGR227W	2.07E+01	1.31E+00
YOR261C	2.92E+02	5.62E+01
YIL150C	1.53E+01	3.55E+00
YBR097W	1.36E+01	2.85E+00
YDR320C-A	4.86E+01	8.88E+00
YGL197W	1.85E+01	5.70E+00
YDR107C	1.44E+01	2.99E+00
YGR129W	1.54E+01	1.37E+00
YDR528W	2.51E+01	9.21E+00
YJL091C	4.81E+01	1.60E+01
YER068C-A	1.01E+00	4.83E-01
YPL124W	4.06E+00	3.45E-01
YBR267W	8.50E+01	4.54E+00
YLR432W	5.09E+02	8.41E+01
YGR130C	4.16E+01	1.26E+01
YJL123C	8.59E+01	1.71E+01
YBR269C	2.22E+01	3.99E+00
YML047C	6.11E-01	1.52E-01
YMR230W-A	1.54E+01	2.71E+00
YLR308W	3.69E-01	1.52E-01
YML023C	1.87E+01	2.43E+00
YIL075C	8.92E+01	2.70E+01
YDR024W	5.60E+00	1.43E+00
YML120C	4.00E+01	8.64E+00
YKL089W	1.07E+01	7.51E-01
YER133W-A	3.87E-01	3.78E-01
YFL047W	2.34E+01	4.74E+00
YDR101C	2.03E+02	2.35E+01
YPR019W	2.90E+01	3.80E+00
YEL050C	2.97E+01	6.65E+00
YOL031C	5.68E+01	2.44E+01
YGR285C	1.88E+02	3.87E+01
YLR369W	2.67E+01	1.93E+00
YKR039W	1.67E+02	5.02E+01
YKL028W	2.79E+01	1.77E+00
YOL006C	3.22E+01	7.89E+00
YNL043C	7.19E+00	4.99E-01
YLL031C	3.35E+01	1.49E+00
YJL128C	5.39E+01	2.60E+00
YIL073C	8.81E-01	1.17E-01
YGR143W	2.07E+01	2.65E+00
YCR004C	1.19E+02	1.56E+01
YOR030W	3.82E+01	1.24E+00
YKL172W	2.77E+01	2.04E+00
YIL147C	2.98E+01	2.03E+00
YGL184C	8.86E+00	3.41E+00
YKL163W	4.72E+00	9.77E-01
YDR002W	5.21E+02	7.19E+01
YHR065C	7.75E+01	5.09E+00
YLR064W	5.78E+01	8.40E+00
YOR228C	3.16E+01	7.22E+00
YBR159W	1.27E+02	1.45E+01
YLR203C	4.64E+01	1.60E+00
YBR023C	5.86E+01	2.98E+00
YDL204W	8.70E+00	2.31E-01
YMR043W	4.51E+01	8.87E+00
YBL002W	6.52E+02	3.26E+01
YAL069W	1.54E-01	1.69E-02
YDR284C	2.45E+02	4.81E+01
YMR212C	5.40E+01	6.83E+00
YLR336C	3.56E+01	2.82E+00
YDR183W	1.79E+01	1.19E-01
YNR065C	1.09E+01	3.63E-01
YKR099W	5.67E+01	7.85E+00
YDR536W	7.34E-01	2.58E-01
YPL226W	1.44E+02	2.47E+01
YIL121W	7.77E+01	2.80E+00
YPL213W	2.51E+01	4.97E+00
YDR492W	1.83E+02	3.67E+01
YLL052C	1.50E+01	2.88E+00
YOL065C	3.41E+01	3.87E+00
YPL206C	6.67E+01	6.40E-01
YGR107W	1.00E+00	1.29E-01
YDR093W	2.11E+01	3.65E+00
YNL136W	2.08E+00	8.12E-02
YDL028C	3.41E+01	3.01E-01
YOR350C	2.45E+01	1.82E+00
YNR026C	4.26E+01	4.23E+00
YMR054W	9.27E+01	1.48E+01
YDR379C-A	2.18E+01	8.44E-02
Q0010	3.97E+00	1.67E+00
YGR115C	2.67E-01	1.32E-01
YMR106C	1.74E+01	5.81E-01
YDR494W	5.26E+01	1.04E+01
YMR075W	1.69E+01	1.95E+00
YJR156C	3.63E-01	2.30E-01
YLR373C	2.68E+01	1.59E+00
YDR187C	2.05E-01	4.57E-02
YBR011C	6.91E+02	3.70E+01
YGL246C	3.96E+01	2.58E+00
YPR093C	1.28E+01	9.57E-02
YDR116C	2.50E+01	1.10E+00
YJR143C	1.51E+02	7.23E+00
YMR023C	1.48E+01	1.55E-01
YOR070C	1.62E+01	6.24E-01
YBL015W	2.71E+01	2.33E+00
YPL093W	2.40E+02	1.18E+01
YLR312W-A	8.03E+01	6.79E+00
YDR123C	6.24E+01	2.88E+01
YPL008W	2.47E+01	3.07E+00
YDR336W	2.37E+01	5.05E+00
YGR162W	1.34E+02	1.75E+01
YOR185C	6.94E+01	1.91E+01
YFL034W	1.29E+01	2.28E+00
YCR059C	2.29E+01	1.88E+00
YLR096W	3.38E+01	1.66E+00
YMR094W	1.70E+01	3.31E+00
YFL027C	2.30E+01	1.32E+00
YEL020C	1.80E+01	2.90E-01
YOL053W	1.41E+01	2.63E+00
YDR088C	3.46E+01	1.13E+01
YBR208C	1.51E+01	2.29E+00
YER088C	1.94E+01	8.70E+00
YKL192C	6.37E+01	1.26E+01
YGL112C	7.63E+01	1.25E+01
YDR503C	1.61E+01	3.00E+00
YDR537C	7.02E-01	1.56E-01
YNL257C	2.78E+01	1.93E+00
YGR057C	2.34E+01	2.92E+00
YPL035C	6.70E-01	2.20E-01
YBR146W	6.92E+01	9.13E+00
YDR047W	6.98E+01	1.20E+01
YGR231C	1.05E+02	1.09E+01
YOR038C	3.02E+01	2.95E+00
YFR041C	7.01E+01	1.20E+01
YMR030W-A	6.14E+00	2.24E+00
YDR285W	3.53E+00	1.37E+00
YCR046C	1.85E+01	2.99E+00
YOR309C	5.16E+01	2.15E+01
YJR107W	1.83E+01	5.74E+00
YLR211C	1.30E+01	2.49E+00
YOR011W-A	5.04E-01	4.08E-01
YMR229C	1.41E+02	1.96E+01
YDR220C	2.85E+00	4.85E-01
YLR269C	4.89E-01	3.02E-02
YNL276C	1.64E+00	1.05E+00
YJL209W	4.42E+01	1.96E+00
YMR199W	5.02E+01	1.39E+01
Q0297	3.32E+01	1.21E+01
YDR223W	1.45E+00	1.55E-01
YJL063C	1.79E+01	2.67E+00
YFL025C	3.25E+01	6.59E+00
YBR072W	5.18E+01	3.40E+01
YGL003C	2.77E+01	2.80E-01
YGL194C	3.65E+01	4.96E-01
YBR243C	3.62E+01	1.34E+00
YNL132W	6.05E+01	7.70E-01
YKR104W	1.00E+01	2.47E+00
YKL106W	6.21E+01	6.23E+00
YFR033C	4.66E+01	5.50E+00
YKR083C	3.47E+01	3.96E+00
YMR272W-B	5.87E-01	2.44E-01
YLR347W-A	9.13E-01	5.64E-02
YIL108W	2.73E+01	2.43E-01
YJL201W	1.02E+01	2.73E+00
YBR168W	1.77E+01	5.07E+00
YIL148W	2.03E+03	4.81E+02
YLL030C	6.38E-01	3.94E-01
YDR435C	1.82E+01	6.34E+00
YBR279W	1.55E+01	2.73E+00
YHR012W	4.03E+01	1.02E+01
YKL211C	1.83E+02	1.84E+01
YDL044C	1.98E+01	5.83E-01
YBL037W	1.22E+01	3.26E+00
YMR307C-A	8.99E-01	6.77E-01
YGR054W	6.20E+01	4.01E+00
YPR060C	5.46E+01	6.63E+00
YNL117W	3.34E+00	2.67E+00
YPR036W-A	1.10E+02	7.38E+00
YBR195C	3.49E+01	3.55E+00
YDR370C	1.50E+01	1.18E+00
YPL055C	6.63E+00	3.80E-01
YPL034W	1.01E+01	2.88E-01
YPL150W	1.37E+01	1.92E+00
YAL056W	3.84E+01	2.87E+00
YPR016C	2.73E+02	2.11E+01
YER054C	6.05E+00	1.20E+00
YJL206C	1.50E+01	5.37E-01
YNL272C	2.79E+01	2.35E+00
YLR290C	2.94E+01	5.16E+00
YCR037C	1.88E+01	4.31E+00
YPR051W	8.66E+01	7.24E+00
YPL255W	1.44E+01	1.64E+00
YCL051W	9.50E+00	2.08E-01
YDR021W	3.67E+01	7.24E+00
YDR400W	5.30E+01	8.38E+00
YDR112W	6.94E-01	4.29E-02
YER077C	2.19E+01	1.61E+00
YKR017C	2.65E+01	7.03E+00
YDL175C	2.33E+01	5.86E+00
YMR306W	4.50E+00	5.97E-01
YDR458C	3.38E+01	7.68E-01
YLL044W	2.96E-01	2.89E-01
YMR161W	3.47E+01	6.00E+00
YPL229W	3.78E+00	4.49E-01
YGR093W	5.20E+01	1.18E-01
YJR097W	2.47E+01	1.23E+00
YDR265W	5.33E+01	1.03E+00
YBL075C	1.56E+01	3.09E+00
YNR033W	2.85E+01	4.49E+00
YIL173W	4.53E-02	2.32E-02
YDR446W	5.07E-01	3.98E-01
YHR051W	2.82E+02	1.36E+01
YLR088W	4.25E+01	6.51E+00
YDL050C	1.72E+00	5.61E-02
YIL135C	2.51E+01	4.25E+00
YNL041C	2.01E+01	2.12E+00
YOR311C	8.21E+01	6.46E+00
YAR015W	1.65E+02	8.13E+01
YMR090W	4.40E+01	1.36E+01
YCL029C	2.84E+01	4.76E+00
YDR493W	6.00E+01	1.14E+01
YCL058W-A	1.03E+01	8.13E-01
YIL093C	2.56E+01	1.85E+00
YCR007C	9.70E+00	7.04E-01
YML117W	2.78E+01	1.71E+00
YDL240W	3.19E+01	3.02E+00
YMR113W	2.69E+01	6.50E-01
YJR145C	6.50E+02	2.32E+02
YLR423C	2.20E+01	6.73E+00
YIL035C	3.59E+01	4.06E+00
YJR119C	2.91E+01	4.83E+00
YLR460C	4.78E+00	2.70E+00
YPL219W	1.75E+01	2.48E+00
YGL158W	4.37E+00	8.60E-01
YGR270C-A	3.92E-01	2.42E-02
YBR249C	5.74E+02	6.28E+01
YMR104C	2.49E+01	8.62E+00
Q0080	6.19E+02	1.73E+02
YAL018C	4.46E-01	2.75E-01
YDL142C	3.64E+01	4.98E+00
YLL058W	8.52E+00	1.77E+00
YKR062W	3.18E+01	6.35E+00
YDR522C	6.29E-01	1.59E-01
YMR015C	5.09E+01	5.83E-02
YML053C	1.64E+01	1.82E+00
YLR266C	2.07E+01	5.79E+00
YGR099W	2.12E+01	2.55E-01
YEL029C	3.34E+01	4.45E+00
YKL176C	8.42E+01	9.07E+00
YJL207C	3.58E+01	5.96E+00
YCL036W	2.39E+01	7.80E+00
YKL111C	9.71E-01	5.11E-01
YBL039C-A	1.21E+00	1.20E+00
YOR162C	1.19E+01	3.20E+00
YCR026C	5.50E+01	1.57E+00
YPR134W	2.82E+01	1.97E-02
YBL107C	3.78E+00	1.82E+00
YAL014C	4.80E+01	7.03E+00
YBR199W	1.07E+02	1.31E+01
YOL135C	1.23E+01	1.75E+00
YPL145C	1.74E+02	1.43E+01
YGR077C	4.29E+01	5.40E+00
YPL103C	1.29E+01	6.47E-01
YHR180W	3.04E+00	1.81E-01
YPL195W	5.54E+01	7.07E+00
YKL017C	1.85E+01	3.71E+00
YJL029C	3.12E+01	3.19E+00
YAL034C-B	6.06E-01	3.75E-02
YDR524C-A	1.93E+00	1.14E+00
YMR031W-A	3.94E-01	2.43E-02
YOR269W	2.15E+01	1.90E+00
YOR250C	2.46E+01	2.49E+00
YER109C	3.29E+01	2.33E+00
YIL161W	1.35E+01	1.50E-01
YMR227C	2.78E+00	1.33E+00
YMR257C	1.51E+01	3.56E+00
YOL163W	6.45E+00	2.45E-02
YDR467C	7.48E+00	4.62E-01
YNL250W	1.13E+01	1.07E+00
YMR254C	1.13E+00	6.58E-01
YGR049W	6.46E+00	1.63E+00
YML096W	2.77E+01	1.08E+00
YLR410W	5.44E+01	6.56E+00
YDR472W	3.08E+01	2.61E+00
YBL080C	1.08E+01	1.04E+00
YFL024C	2.20E+01	2.85E-01
YNL270C	2.64E+00	1.16E+00
YJR021C	8.66E+00	1.02E+00
YML029W	3.21E+01	7.15E+00
YDR248C	6.27E+01	6.21E+00
YEL071W	5.04E+02	1.56E+02
YGR021W	1.62E+01	5.16E+00
YBR046C	1.97E+01	2.61E+00
YGL035C	7.87E+01	8.47E-01
YMR078C	1.98E+01	1.80E+00
YPR188C	9.94E+01	1.48E+01
YKL127W	7.39E+01	1.04E+01
YPL201C	1.05E+01	2.26E+00
YOR345C	6.64E-01	2.18E-01
YPR127W	7.02E+01	2.30E+01
YLR335W	1.15E+02	1.04E+01
YDR407C	2.21E+01	7.42E+00
YEL010W	1.06E+00	6.69E-01
YPL094C	1.59E+02	1.43E+01
YKL087C	2.42E+01	9.79E+00
YMR053C	4.92E+00	1.59E+00
YLR014C	1.19E+01	2.36E-02
YJR052W	9.72E+00	3.97E-01
YDR257C	1.54E+01	7.65E-01
YDR478W	1.10E+00	2.87E-01
YPR049C	1.04E+01	4.09E-02
YBL014C	4.11E+01	1.49E+00
YJL041W	4.02E+01	4.31E+00
YIL089W	1.46E+01	7.08E+00
YOR059C	2.07E+01	1.58E+00
YBR164C	9.68E+01	3.24E+00
YOL113W	6.89E+00	7.74E-01
YDR473C	1.04E+01	6.25E-01
YEL024W	1.11E+02	3.90E+00
YIL168W	6.99E+00	3.36E-02
YKR077W	2.76E+00	1.35E+00
YPL151C	1.42E+01	2.07E+00
YIL143C	1.99E+01	4.09E+00
YBR059C	3.80E+01	4.76E+00
YIL112W	1.43E+01	1.91E+00
YML079W	1.26E+02	1.02E+01
YOR286W	1.04E+02	3.15E+01
YLR182W	3.15E+01	5.59E+00
YLR427W	2.92E+01	2.01E+00
YDR283C	2.75E+01	6.88E+00
YKL188C	5.28E+00	4.77E-01
YIL140W	2.33E+01	4.59E+00
YBR209W	2.70E-01	1.67E-02
YOR368W	1.92E+01	1.73E+00
YLR092W	9.58E+01	2.56E+01
YPL165C	2.81E+00	4.74E-01
YGR219W	1.06E+00	2.28E-02
YNL313C	5.35E+01	1.68E+00
YNR062C	6.01E-01	4.37E-01
YGL203C	4.10E+01	8.44E+00
YGL018C	1.04E+01	1.10E+00
YPL066W	2.56E+01	7.95E+00
YKL165C	1.80E+02	1.13E+02
YLR166C	2.42E+01	6.68E+00
YML050W	9.04E+00	2.64E+00
YOR126C	2.75E+01	1.68E+00
YBR126W-B	1.35E+02	1.24E+01
YNL066W	8.42E+01	1.36E+01
YNL009W	6.35E+00	2.50E+00
YGR137W	2.37E+01	4.36E+00
YDL071C	7.51E-01	2.89E-01
YLR419W	2.41E+01	5.32E+00
YOR244W	1.08E+01	3.56E+00
YCR049C	9.60E-02	5.93E-03
YGR204C-A	3.76E-01	2.33E-02
YJL132W	3.60E+01	1.66E+01
YPR170W-A	1.59E+01	3.00E+00
YBR140C	5.03E+01	8.04E+00
YDL130W-A	5.41E+01	6.40E+00
YLR394W	1.05E+01	2.29E+00
YJL047C-A	1.53E+03	1.15E+02
YJR111C	4.08E+01	1.19E+01
YKL072W	1.47E+01	1.58E+00
YGR010W	1.62E+01	1.92E+00
Q0110	4.30E+02	1.27E+02
YCR092C	1.36E+01	1.98E+00
YML118W	9.13E+00	1.73E+00
YLL059C	3.90E+00	2.15E+00
YOR079C	2.81E+01	3.25E+00
YMR141C	1.35E+01	5.82E+00
YKL140W	1.80E+01	2.56E+00
YGR061C	2.61E+02	8.63E+01
YLR206W	3.15E+01	4.86E+00
YPL127C	8.86E+01	1.08E+01
YGL153W	2.28E+01	6.13E+00
YGL028C	5.76E+01	9.35E+00
YDL218W	2.89E+00	6.87E-01
YPR036W	1.82E+02	3.05E+01
YDR201W	3.71E+01	1.03E+01
YOR391C	6.01E-02	3.71E-03
YER184C	6.08E+00	5.51E-01
YER100W	6.75E+01	8.75E+00
YHR003C	5.40E+01	5.26E-01
YPL144W	2.74E+01	1.70E+00
YKL145W	7.62E+01	9.12E+00
YOR184W	3.45E+02	1.64E+02
YJR110W	2.38E+01	1.48E+00
YGR271C-A	6.71E+01	9.41E+00
YJL213W	8.58E+00	2.99E+00
YDR502C	7.99E+02	2.94E+02
YIR014W	1.06E+01	9.66E-01
YBL024W	3.37E+01	3.25E+00
YOR318C	1.31E+01	1.50E+00
YCR052W	5.44E+01	4.54E+00
YBR028C	5.57E+01	4.08E+00
YJL154C	4.37E+01	4.42E+00
YBR129C	4.89E+01	7.90E+00
YGR197C	2.55E+01	4.58E-02
YER163C	4.83E+01	6.02E+00
YMR102C	1.72E+01	4.28E+00
YDR154C	3.66E+02	4.37E+01
YNL216W	5.08E+01	3.39E+00
YML119W	2.40E+01	4.24E+00
YDL099W	2.63E+01	2.63E+00
YLR011W	2.38E+00	6.33E-02
YCR018C	1.08E+00	5.67E-01
YKR053C	1.76E+01	6.86E+00
YJL102W	1.16E+01	2.60E+00
YIL129C	4.14E+01	7.47E+00
YJR013W	5.67E+00	2.27E+00
YMR093W	1.26E+02	1.16E+01
YHL030W	1.86E+01	1.11E+01
YER002W	2.29E+01	2.51E+00
YEL004W	5.97E+00	6.90E-01
YBR102C	2.10E+01	4.70E+00
YMR211W	2.91E+01	4.32E+00
YGR062C	6.72E+01	7.50E-01
YKL116C	1.46E+01	3.62E+00
YNL294C	1.45E+01	4.60E+00
YLR264C-A	1.24E+00	1.22E+00
YJL070C	8.93E+00	2.65E-01
YDR507C	2.23E+01	5.85E+00
YER097W	3.30E+00	1.85E+00
YJL044C	8.47E+01	3.08E+00
YNL224C	2.43E+01	2.22E+00
YDR444W	1.91E+01	3.66E+00
YDR486C	3.29E+01	6.38E+00
YGR084C	4.65E+01	2.37E+00
YLR270W	4.50E+01	6.84E+00
YKL055C	1.85E+01	2.81E+00
YJL199C	2.29E+00	1.36E-01
YLR034C	4.84E+01	1.69E+00
YDR387C	2.14E+01	2.04E+00
YLR102C	6.61E+00	4.76E-01
YGL163C	2.30E+01	2.65E+00
YKL113C	9.92E+01	2.61E+01
YGR196C	2.38E+01	1.47E+00
YBL059W	1.64E+01	3.46E+00
YHR148W	6.26E+01	7.22E+00
YPR064W	8.61E-01	1.63E-01
YML102W	2.76E+01	2.68E+00
YDR323C	7.62E+00	9.17E-01
YPL041C	7.58E+00	9.86E-01
YPL174C	1.50E+01	2.36E+00
YOL085W-A	1.93E-01	2.72E-01
YNL015W	4.89E+02	2.27E+02
YMR264W	5.97E+01	1.47E+01
YBR265W	7.92E+01	2.86E+00
YDR358W	1.34E+01	1.05E+00
YPR169W-A	1.05E-01	1.48E-01
YMR228W	2.34E+01	2.04E+00
YOR015W	2.70E+01	4.55E+00
YOL103W-B	5.67E-03	8.02E-03
YHL009W-B	7.58E-03	1.07E-02
Q0092	4.36E-01	6.17E-01
YAL067W-A	9.82E-02	1.39E-01
YAR064W	0.00E+00	0.00E+00
YAR068W	4.61E-02	6.51E-02
YAR070C	2.98E-01	4.22E-01
YDL247W	2.24E-02	3.17E-02
YFL065C	0.00E+00	0.00E+00
YFL067W	4.24E-02	6.00E-02
YGR293C	1.33E-01	1.88E-01
YHL009W-A	0.00E+00	0.00E+00
YHL046C	1.70E-01	2.40E-01
YHL050W-A	4.63E-02	6.55E-02
YHR032C-A	0.00E+00	0.00E+00
YHR214W	0.00E+00	0.00E+00
YHR214W-A	0.00E+00	0.00E+00
YHR217C	0.00E+00	0.00E+00
YIR040C	0.00E+00	0.00E+00
YJL052C-A	0.00E+00	0.00E+00
YJR157W	0.00E+00	0.00E+00
YJR162C	0.00E+00	0.00E+00
YKL223W	6.16E-02	8.71E-02
YLL066W-B	0.00E+00	0.00E+00
YLL067C	5.67E-03	8.02E-03
YLR157C-B	3.89E-03	5.51E-03
YML054C-A	1.29E-01	1.82E-01
YMR242W-A	0.00E+00	0.00E+00
YMR321C	2.11E-01	2.99E-01
YMR324C	8.44E-02	1.19E-01
YMR325W	5.97E-02	8.44E-02
YNL019C	2.40E-02	3.39E-02
YNL335W	0.00E+00	0.00E+00
YNL338W	0.00E+00	0.00E+00
YNR077C	8.78E-02	1.24E-01
YOL161C	0.00E+00	0.00E+00
YOL166W-A	2.63E-01	3.72E-01
YPL280W	0.00E+00	0.00E+00
YPR158W-B	3.89E-03	5.50E-03
YER140W	1.66E+01	1.37E+00
YCR018C-A	2.33E+00	8.06E-01
YPR056W	3.82E+01	3.56E+00
YPR005C	8.75E+00	5.07E-01
YHR173C	1.23E+00	1.06E+00
YPL276W	2.45E-04	3.47E-04
YPR172W	7.08E+00	2.80E+00
YNL183C	3.22E+01	7.02E+00
YOL086C	9.79E+01	1.99E+01
YKL155C	1.27E+01	2.76E+00
YOL075C	1.28E+01	7.25E-01
YDR151C	6.48E+01	1.71E+01
YJL194W	4.72E+00	1.00E+00
YCL056C	1.55E+01	5.39E-01
YDR315C	1.54E+01	2.31E+00
YDR092W	9.06E+01	1.16E+01
YGR060W	3.45E+02	4.44E+01
YGL155W	5.07E+01	4.15E+00
YGL078C	8.19E+01	1.85E+01
YJR142W	4.61E+01	3.35E+00
YGR207C	1.07E+02	1.47E+01
YNL262W	1.99E+01	7.20E+00
YOL138C	1.39E+01	5.10E+00
YLR416C	4.19E-01	1.91E-01
YJL094C	3.27E+01	3.97E+00
YBR066C	1.11E+02	4.24E-01
YNL086W	1.00E+01	4.05E+00
YAR029W	1.37E+01	1.39E+00
YHR214C-C	4.64E-05	6.54E-05
YLR359W	6.25E+02	2.50E+02
YOL159C-A	1.25E+01	5.33E+00
YOR045W	3.88E+02	3.65E+00
YMR152W	4.63E+01	5.37E+00
YPL077C	6.17E+00	1.46E+00
YOL127W	2.44E+03	6.51E+02
YBL100W-A	1.28E-12	1.81E-12
YDR485C	8.71E+00	1.66E+00
YDR202C	2.55E+01	3.46E-01
YLL038C	5.00E+01	2.68E+00
YJL042W	2.28E+01	4.72E+00
YBR255C-A	1.87E+01	4.60E+00
YGL053W	1.23E+01	5.88E-01
YNL025C	5.17E+00	7.39E-01
YCL075W	3.14E-01	1.81E-01
YLR104W	9.42E+01	3.33E+01
YHR001W-A	6.07E+01	1.06E+01
YGL126W	3.00E+01	8.37E+00
YKL029C	3.82E+01	1.51E+01
YCR009C	1.58E+02	4.26E+01
YPL049C	3.01E+01	6.14E+00
YLR035C	7.69E+00	1.44E+00
YLR338W	1.48E-01	6.14E-02
YFL052W	4.94E+00	8.47E-01
YHR197W	4.44E+01	1.15E+01
YER022W	2.20E+01	5.16E-01
YLR025W	2.45E+01	1.42E+00
YPR079W	2.58E+01	8.74E+00
YGL056C	4.02E+01	6.19E+00
YGL093W	1.28E+01	2.59E+00
YJL114W	4.66E-02	6.59E-02
YGL189C	2.96E+03	4.56E+02
YER059W	2.83E+01	4.56E+00
YIR038C	3.31E+01	1.63E+01
YNL037C	1.86E+02	6.53E+01
YLR383W	1.75E+01	2.94E+00
YAL043C	1.70E+01	1.39E+00
YDL216C	1.12E+01	3.62E+00
YAL027W	1.89E+01	4.60E+00
YOL154W	1.60E+04	2.12E+03
YGR033C	7.60E+01	5.41E+00
YCL016C	1.61E+01	1.42E+00
YPR053C	1.22E+01	2.06E+00
YLR364C-A	4.73E+00	4.63E+00
YIL002C	1.48E+01	3.57E+00
YEL039C	1.09E+00	8.64E-01
YDR481C	1.05E+02	4.33E+01
YER075C	3.36E+01	7.50E+00
YLR139C	2.35E+00	1.55E+00
YPL152W-A	8.29E-01	1.17E+00
YKL198C	3.52E+00	2.19E+00
YJL048C	1.12E+01	2.13E+00
YGL087C	4.51E+01	1.23E+00
YJL056C	1.12E+02	6.06E+01
YJR084W	2.76E+01	4.21E+00
YJR134C	2.99E+01	2.58E+00
YLR459W	2.13E+01	4.49E-01
YDL052C	3.51E+01	1.38E+00
YOL067C	3.48E+01	3.34E+00
YOL035C	8.37E-01	3.48E-01
YPR139C	8.03E+01	8.02E+00
YDR535C	1.85E+00	9.73E-01
YBR237W	8.19E+00	2.97E+00
YML099C	1.19E+01	1.15E+00
YLR345W	3.53E+01	5.27E+00
YNL219C	5.00E+01	3.05E+00
YOR047C	1.54E+02	4.96E+01
YDR490C	2.03E+01	3.40E+00
YGR140W	2.25E+01	1.15E-01
YEL021W	3.78E-01	1.74E-01
YBR232C	4.66E-01	3.08E-01
YOR343C	2.02E+00	1.79E+00
YPL080C	3.19E-01	2.58E-01
YDL197C	4.33E+00	1.31E+00
YHR109W	9.24E+00	2.70E+00
YNL026W	3.81E+01	3.21E+00
YNL290W	4.37E+01	5.23E+00
YCL018W	2.54E-01	1.20E-02
YHL048W	1.91E+01	4.61E+00
YDR225W	3.17E+03	4.26E+02
YIL119C	5.03E+01	8.63E+00
YKL011C	2.02E+01	2.40E+00
YNL034W	4.46E-02	6.31E-02
YDR016C	2.67E+01	2.40E+00
YJL117W	1.01E+02	2.28E+01
YKR095W	2.06E+01	6.46E+00
YDR346C	1.32E+02	2.15E+01
YMR217W	5.91E+02	1.39E+02
YDR386W	1.01E+01	2.37E+00
YJL001W	1.56E+02	1.89E+01
YDR496C	7.69E+01	3.79E-01
YGL005C	4.68E+01	1.18E+01
YGL231C	1.08E+02	1.02E+01
YIL160C	4.03E-01	3.39E-01
YDR428C	3.28E+01	1.30E+00
YJL059W	9.80E+00	3.84E-01
YGR192C	5.06E+03	1.63E+03
YDL024C	6.56E+00	3.12E+00
YKR095W-A	3.90E+01	2.30E+00
YAR047C	2.61E-01	1.72E-01
YOL076W	3.57E+01	3.73E-01
YOL091W	5.88E+00	2.49E-01
YLR112W	1.83E+01	6.72E-01
YHL022C	1.19E+00	2.55E-01
YMR109W	2.83E+01	1.72E+01
YNL310C	1.81E+01	2.91E+00
YDL207W	2.73E+01	4.83E-01
YDL081C	1.93E+03	4.63E+02
YKL133C	8.69E+00	3.71E-02
YPL237W	3.47E+02	3.68E+01
YPR085C	1.47E+01	3.94E+00
YOR174W	4.03E+01	5.68E+00
YOR026W	4.81E+01	3.98E+00
YDL178W	2.91E+01	5.06E+00
YLR414C	7.32E+01	1.97E+01
YBR300C	1.72E-01	1.07E-02
YOR023C	2.37E+00	7.08E-01
YPR023C	6.02E+01	1.51E+01
YPL138C	2.88E+01	3.43E+00
YCR099C	9.42E+00	6.60E-01
YHR079C-A	7.16E-01	5.93E-01
YPL214C	1.68E+01	1.80E+00
YKR085C	8.73E+01	2.31E+00
YBL067C	2.54E+01	3.23E+00
YJR049C	1.10E+01	1.51E+00
YER060W	7.10E+00	3.19E+00
YMR086W	2.22E+01	3.35E+00
YJR090C	3.34E+01	3.54E-01
YMR087W	1.66E+01	7.58E+00
YLL006W-A	9.80E-01	4.03E-01
YBR257W	2.47E+01	3.98E+00
YJR076C	5.17E+01	5.53E+00
YBR108W	4.11E+00	1.82E+00
YLR223C	5.66E+01	4.48E+00
YJR138W	2.13E+01	4.12E+00
YNL080C	1.68E+01	3.79E-01
YNL268W	1.87E+02	7.32E+00
YLR415C	4.50E+00	2.05E+00
YBR229C	3.77E+01	4.79E+00
YML022W	1.87E+02	3.92E+00
YDL222C	5.45E+00	2.46E+00
YBR283C	2.23E+02	4.03E+00
YDR484W	1.73E+01	1.38E+00
YHR086W	4.11E+01	1.81E+00
YHR094C	4.74E+02	2.03E+02
YOR205C	1.89E+01	2.18E+00
YIR028W	2.18E+00	7.13E-02
YNL135C	5.70E+02	3.45E+01
YDR041W	9.38E+01	1.47E+01
YOL110W	1.79E+01	3.57E+00
YMR039C	3.09E+01	1.20E+01
YIL068C	1.46E+01	8.00E-01
YLR358C	3.41E-01	3.26E-02
YJL137C	1.54E+01	3.23E+00
YBR055C	3.87E+01	1.31E-01
YGL081W	1.11E+00	5.71E-02
YKL138C-A	4.91E+01	7.79E+00
YBR179C	1.90E+01	9.71E-01
YPL153C	9.52E+00	1.76E+00
YIL032C	2.46E-01	1.85E-01
YLR399W-A	8.35E-01	6.28E-01
